hand,age,ace,df,svpt,1stIn,1stWon,2ndWon,SvGms,bpSaved,bpFaced,rank,rank_points,won,surface,draw_size,tourney_level,tourney_date,best_of,round,minutes
R,25.4,4.0,3.0,78.0,46.0,31.0,17.0,12.0,7.0,10.0,30.0,1370.0,0,Hard,32,A,2017,3,QF,105.0
R,26.0,11.0,1.0,124.0,73.0,53.0,22.0,19.0,8.0,12.0,151.0,361.0,0,Hard,128,G,2019,5,R128,164.0
R,35.0,8.0,3.0,71.0,43.0,38.0,11.0,11.0,4.0,6.0,20.0,2233.0,1,Hard,32,A,2021,3,R16,92.0
R,35.7,3.0,5.0,119.0,71.0,49.0,25.0,17.0,4.0,7.0,38.0,1190.0,0,Hard,32,A,2017,3,R32,178.0
R,20.6,4.0,1.0,69.0,39.0,27.0,21.0,13.0,1.0,2.0,105.0,583.0,1,Hard,128,G,2017,5,R128,105.0
R,27.9,8.0,5.0,126.0,67.0,40.0,32.0,21.0,8.0,16.0,25.0,2109.0,0,Hard,128,G,2021,5,R32,230.0
R,31.6,6.0,4.0,98.0,74.0,52.0,13.0,15.0,2.0,3.0,146.0,362.0,1,Hard,128,G,2020,5,R128,121.0
R,26.4,8.0,2.0,126.0,76.0,59.0,26.0,21.0,4.0,7.0,16.0,1925.0,0,Hard,128,G,2019,5,R32,180.0
R,25.9,7.0,3.0,113.0,76.0,54.0,17.0,19.0,4.0,8.0,18.0,1815.0,0,Hard,128,G,2018,5,R64,172.0
R,32.0,9.0,4.0,115.0,58.0,43.0,32.0,17.0,3.0,4.0,92.0,590.0,0,Hard,128,G,2017,5,R128,142.0
R,22.2,19.0,2.0,120.0,85.0,64.0,19.0,18.0,7.0,9.0,6.0,5925.0,0,Hard,64,M,2020,3,R32,196.0
R,25.5,11.0,5.0,60.0,26.0,24.0,19.0,10.0,3.0,4.0,96.0,566.0,1,Hard,32,A,2017,3,R32,79.0
L,27.6,7.0,1.0,54.0,44.0,34.0,6.0,9.0,2.0,2.0,64.0,774.0,1,Hard,32,A,2018,3,QF,66.0
R,31.8,9.0,1.0,111.0,74.0,56.0,21.0,17.0,5.0,6.0,95.0,597.0,1,Clay,32,A,2018,3,SF,156.0
R,27.9,3.0,5.0,90.0,49.0,34.0,24.0,15.0,5.0,8.0,297.0,139.0,1,Clay,32,A,2020,3,R32,120.0
R,20.4,10.0,2.0,118.0,72.0,47.0,28.0,18.0,6.0,9.0,79.0,675.0,1,Clay,32,A,2017,3,F,158.0
R,26.3,18.0,8.0,165.0,89.0,73.0,30.0,25.0,6.0,11.0,90.0,616.0,1,Clay,4,D,2017,5,RR,272.0
R,27.0,7.0,4.0,75.0,49.0,33.0,11.0,10.0,8.0,10.0,61.0,872.0,0,Hard,64,A,2018,3,R32,88.0
R,34.5,4.0,0.0,42.0,27.0,22.0,11.0,8.0,2.0,2.0,29.0,1410.0,1,Hard,4,D,2019,3,RR,58.0
R,24.9,2.0,2.0,81.0,54.0,35.0,13.0,13.0,6.0,10.0,95.0,543.0,0,Clay,32,A,2017,3,R16,108.0
R,32.3,5.0,0.0,95.0,60.0,41.0,20.0,15.0,2.0,4.0,71.0,790.0,0,Clay,64,M,2018,3,R64,126.0
R,31.8,3.0,0.0,68.0,38.0,25.0,18.0,10.0,9.0,11.0,77.0,801.0,0,Clay,64,M,2022,3,R16,96.0
R,31.8,0.0,0.0,81.0,77.0,51.0,3.0,14.0,2.0,4.0,37.0,1160.0,1,Clay,32,A,2018,3,R32,100.0
R,30.7,6.0,4.0,128.0,81.0,57.0,28.0,18.0,6.0,9.0,49.0,999.0,1,Clay,32,A,2018,3,R32,179.0
R,24.7,2.0,1.0,93.0,50.0,35.0,20.0,12.0,7.0,10.0,838.0,19.0,1,Hard,4,D,2018,3,RR,129.0
L,29.7,1.0,3.0,85.0,51.0,33.0,17.0,11.0,8.0,11.0,27.0,1560.0,0,Clay,32,A,2020,3,QF,114.0
R,22.6,1.0,0.0,36.0,24.0,15.0,4.0,7.0,1.0,5.0,92.0,711.0,0,Hard,128,M,2022,3,R64,53.0
R,22.2,4.0,2.0,66.0,41.0,27.0,8.0,10.0,5.0,9.0,89.0,617.0,0,Clay,32,A,2019,3,R32,91.0
R,27.7,1.0,0.0,53.0,32.0,26.0,13.0,9.0,2.0,2.0,44.0,1030.0,1,Hard,32,A,2017,3,QF,57.0
R,26.3,2.0,1.0,70.0,46.0,39.0,18.0,14.0,0.0,0.0,5.0,5890.0,1,Hard,128,G,2020,5,R16,110.0
R,35.5,9.0,4.0,93.0,56.0,44.0,18.0,12.0,9.0,10.0,111.0,500.0,0,Hard,64,A,2017,3,R32,116.0
R,29.6,4.0,1.0,133.0,88.0,57.0,26.0,17.0,5.0,9.0,42.0,1124.0,1,Hard,24,A,2020,3,QF,203.0
R,29.6,8.0,3.0,53.0,31.0,25.0,12.0,8.0,3.0,3.0,168.0,445.0,1,Hard,32,A,2021,3,R32,87.0
R,24.2,2.0,1.0,58.0,36.0,15.0,7.0,8.0,8.0,15.0,196.0,303.0,0,Clay,32,A,2018,3,R32,72.0
L,27.6,4.0,2.0,77.0,56.0,37.0,13.0,11.0,5.0,6.0,83.0,809.0,1,Hard,32,A,2022,3,R16,117.0
R,29.2,31.0,10.0,133.0,81.0,72.0,23.0,22.0,3.0,6.0,32.0,1355.0,1,Hard,128,G,2017,5,R128,165.0
R,35.4,8.0,2.0,80.0,51.0,42.0,14.0,15.0,0.0,3.0,7.0,4320.0,0,Hard,64,M,2022,3,F,153.0
R,29.2,0.0,4.0,84.0,47.0,28.0,20.0,14.0,6.0,12.0,31.0,1785.0,0,Clay,128,G,2021,5,R64,116.0
R,30.1,26.0,6.0,87.0,56.0,52.0,20.0,18.0,0.0,0.0,14.0,2630.0,1,Hard,128,G,2021,5,R64,145.0
R,26.9,2.0,4.0,64.0,38.0,27.0,11.0,11.0,5.0,9.0,5.0,4950.0,0,Clay,64,A,2018,3,QF,97.0
R,30.7,19.0,16.0,173.0,92.0,66.0,41.0,23.0,16.0,21.0,54.0,969.0,1,Hard,128,G,2018,5,R128,218.0
R,35.1,11.0,4.0,77.0,45.0,30.0,13.0,13.0,4.0,8.0,102.0,753.0,0,Grass,128,G,2021,5,R64,101.0
R,32.0,8.0,5.0,71.0,41.0,36.0,13.0,11.0,2.0,3.0,80.0,645.0,1,Clay,32,A,2022,3,R32,114.0
L,29.1,3.0,6.0,104.0,59.0,45.0,21.0,17.0,1.0,5.0,24.0,1640.0,1,Hard,128,M,2017,3,R64,152.0
R,25.4,4.0,5.0,93.0,50.0,34.0,22.0,15.0,8.0,12.0,133.0,421.0,0,Hard,128,G,2019,5,R128,127.0
R,31.0,4.0,2.0,81.0,51.0,36.0,18.0,15.0,4.0,7.0,70.0,711.0,0,Clay,32,A,2017,3,R32,135.0
R,21.5,9.0,2.0,65.0,40.0,33.0,14.0,12.0,3.0,4.0,42.0,1055.0,1,Clay,128,G,2019,5,R128,82.0
R,20.8,0.0,6.0,156.0,111.0,80.0,15.0,21.0,8.0,13.0,213.0,278.0,0,Clay,128,G,2018,5,R128,211.0
R,29.8,8.0,0.0,51.0,34.0,27.0,12.0,10.0,2.0,3.0,42.0,1402.0,1,Hard,16,A,2022,3,RR,73.0
R,24.5,5.0,1.0,84.0,58.0,42.0,17.0,12.0,1.0,1.0,40.0,980.0,0,Clay,32,A,2017,3,QF,109.0
R,26.6,4.0,1.0,76.0,45.0,31.0,18.0,11.0,5.0,7.0,106.0,552.0,0,Hard,128,M,2017,3,R16,89.0
R,27.6,0.0,6.0,63.0,34.0,19.0,13.0,8.0,7.0,11.0,84.0,668.0,0,Clay,64,M,2019,3,R64,85.0
R,28.2,10.0,8.0,116.0,72.0,58.0,19.0,16.0,3.0,4.0,216.0,257.0,0,Hard,64,M,2018,3,R64,146.0
L,22.4,5.0,4.0,88.0,59.0,38.0,11.0,13.0,3.0,8.0,115.0,503.0,0,Hard,32,A,2018,3,R32,101.0
R,32.9,6.0,3.0,79.0,58.0,34.0,9.0,9.0,8.0,11.0,134.0,424.0,0,Hard,32,A,2018,3,R32,82.0
L,36.4,18.0,1.0,85.0,49.0,40.0,19.0,15.0,4.0,6.0,38.0,1295.0,1,Hard,32,A,2018,3,R32,135.0
R,21.5,11.0,0.0,98.0,73.0,54.0,12.0,14.0,3.0,4.0,34.0,1245.0,1,Grass,32,A,2018,3,F,126.0
R,31.9,8.0,2.0,54.0,26.0,24.0,17.0,10.0,2.0,2.0,3.0,5705.0,1,Hard,128,M,2017,3,R64,65.0
R,28.7,13.0,3.0,72.0,39.0,32.0,20.0,12.0,1.0,2.0,84.0,647.0,0,Hard,32,A,2019,3,R32,88.0
R,33.1,1.0,0.0,52.0,33.0,24.0,15.0,9.0,0.0,1.0,535.0,59.0,1,Hard,4,D,2018,3,RR,77.0
L,20.3,1.0,0.0,99.0,75.0,51.0,14.0,15.0,4.0,6.0,122.0,541.0,1,Hard,128,M,2022,3,R64,138.0
R,28.4,6.0,3.0,65.0,38.0,28.0,14.0,10.0,1.0,3.0,27.0,1477.0,1,Hard,64,M,2019,3,QF,89.0
L,35.6,4.0,1.0,111.0,83.0,47.0,15.0,18.0,2.0,9.0,300.0,164.0,0,Hard,128,G,2017,5,R128,125.0
R,35.9,0.0,1.0,79.0,47.0,33.0,21.0,14.0,4.0,7.0,39.0,1280.0,0,Hard,32,A,2018,3,R16,144.0
R,31.4,8.0,8.0,78.0,46.0,35.0,15.0,10.0,4.0,6.0,39.0,1265.0,1,Clay,32,A,2018,3,R16,125.0
R,28.4,7.0,0.0,70.0,52.0,38.0,8.0,11.0,2.0,3.0,68.0,803.0,0,Hard,32,A,2020,3,R32,105.0
L,30.7,2.0,2.0,60.0,38.0,35.0,13.0,11.0,0.0,0.0,7.0,4145.0,1,Hard,128,M,2017,3,R16,95.0
R,35.7,2.0,6.0,99.0,65.0,41.0,19.0,12.0,10.0,13.0,102.0,589.0,1,Hard,128,M,2018,3,R128,123.0
R,34.4,8.0,1.0,59.0,39.0,32.0,11.0,10.0,3.0,3.0,61.0,955.0,1,Hard,32,A,2019,3,R16,88.0
R,30.9,3.0,7.0,62.0,28.0,21.0,16.0,10.0,3.0,6.0,54.0,920.0,0,Hard,32,A,2018,3,R32,74.0
R,28.4,3.0,3.0,85.0,48.0,30.0,18.0,14.0,2.0,7.0,128.0,561.0,0,Hard,32,A,2022,3,R32,129.0
R,26.4,4.0,3.0,105.0,70.0,38.0,18.0,14.0,8.0,12.0,111.0,518.0,0,Clay,32,A,2019,3,R16,140.0
L,27.0,7.0,3.0,85.0,60.0,46.0,12.0,14.0,6.0,8.0,9.0,3415.0,1,Hard,128,G,2022,5,R32,132.0
R,29.3,2.0,1.0,69.0,52.0,40.0,10.0,12.0,0.0,0.0,74.0,705.0,0,Hard,32,A,2017,3,R32,95.0
L,30.9,4.0,0.0,60.0,29.0,19.0,16.0,10.0,0.0,3.0,42.0,1030.0,0,Hard,64,A,2018,3,R16,111.0
R,21.6,1.0,2.0,51.0,30.0,11.0,12.0,8.0,5.0,10.0,47.0,1364.0,0,Clay,32,A,2021,3,QF,75.0
R,23.4,4.0,8.0,56.0,33.0,20.0,13.0,11.0,3.0,7.0,1059.0,10.0,1,Hard,4,D,2022,3,RR,250.0
R,31.2,23.0,8.0,138.0,84.0,64.0,20.0,20.0,10.0,15.0,49.0,975.0,0,Hard,128,G,2019,5,R128,158.0
R,34.6,7.0,3.0,75.0,45.0,33.0,16.0,11.0,2.0,4.0,46.0,1051.0,1,Hard,32,A,2018,3,QF,113.0
R,31.9,3.0,4.0,50.0,36.0,20.0,7.0,9.0,1.0,5.0,39.0,1115.0,0,Hard,128,G,2018,5,R64,78.0
R,29.3,1.0,4.0,55.0,34.0,22.0,13.0,10.0,1.0,4.0,15.0,2425.0,1,Hard,64,A,2017,3,R32,70.0
R,22.3,11.0,6.0,93.0,60.0,49.0,14.0,12.0,3.0,3.0,164.0,341.0,0,Hard,32,A,2018,3,R32,124.0
L,23.3,5.0,2.0,75.0,52.0,37.0,13.0,12.0,2.0,4.0,22.0,1560.0,0,Hard,64,M,2022,3,R64,112.0
R,21.7,11.0,3.0,65.0,41.0,27.0,14.0,10.0,5.0,7.0,38.0,1269.0,0,Hard,128,M,2022,3,R32,88.0
R,31.6,8.0,2.0,72.0,42.0,33.0,13.0,12.0,1.0,4.0,33.0,1375.0,1,Hard,32,A,2018,3,SF,108.0
R,23.8,6.0,4.0,75.0,40.0,26.0,18.0,13.0,4.0,9.0,55.0,1117.0,0,Hard,128,M,2021,3,R128,131.0
L,21.8,1.0,0.0,42.0,23.0,13.0,4.0,7.0,3.0,8.0,373.0,117.0,0,Hard,32,A,2021,3,R32,65.0
R,28.5,9.0,0.0,114.0,79.0,59.0,15.0,17.0,4.0,7.0,70.0,918.0,0,Hard,32,A,2022,3,SF,173.0
R,21.2,1.0,10.0,58.0,32.0,20.0,8.0,7.0,8.0,12.0,461.0,83.0,0,Hard,32,A,2017,3,QF,55.0
R,25.7,6.0,5.0,103.0,58.0,45.0,23.0,17.0,2.0,5.0,57.0,1093.0,1,Clay,32,A,2021,3,R16,142.0
L,20.3,3.0,1.0,48.0,24.0,18.0,11.0,9.0,0.0,3.0,99.0,595.0,0,Hard,64,M,2018,3,R64,65.0
R,28.4,8.0,5.0,59.0,37.0,28.0,7.0,10.0,0.0,3.0,52.0,935.0,0,Hard,32,A,2018,3,R16,67.0
L,23.9,11.0,2.0,105.0,79.0,52.0,13.0,15.0,5.0,8.0,48.0,950.0,0,Grass,128,G,2017,5,R64,117.0
R,23.4,4.0,0.0,105.0,71.0,52.0,17.0,16.0,4.0,6.0,7.0,5955.0,1,Clay,64,A,2021,3,R16,147.0
R,28.0,3.0,5.0,62.0,35.0,23.0,13.0,11.0,4.0,8.0,73.0,762.0,0,Hard,32,A,2020,3,R32,84.0
R,35.9,5.0,2.0,51.0,26.0,21.0,18.0,10.0,2.0,3.0,3.0,6545.0,1,Hard,64,M,2017,3,QF,68.0
R,28.0,14.0,10.0,118.0,63.0,48.0,24.0,16.0,9.0,12.0,29.0,1440.0,1,Hard,32,A,2020,3,R32,157.0
R,24.3,1.0,0.0,60.0,34.0,22.0,14.0,10.0,2.0,5.0,146.0,380.0,0,Clay,32,A,2020,3,R16,98.0
R,23.3,18.0,8.0,119.0,72.0,55.0,22.0,18.0,9.0,11.0,25.0,1535.0,1,Hard,128,G,2019,5,R128,163.0
R,21.1,11.0,1.0,82.0,55.0,42.0,18.0,15.0,4.0,6.0,45.0,1079.0,1,Clay,32,A,2020,3,SF,132.0
R,23.2,12.0,4.0,85.0,51.0,37.0,19.0,13.0,4.0,6.0,191.0,269.0,1,Hard,32,A,2019,3,R16,121.0
R,25.0,2.0,1.0,105.0,69.0,48.0,19.0,18.0,5.0,8.0,23.0,2350.0,1,Clay,128,G,2021,5,R32,151.0
R,33.0,0.0,3.0,17.0,10.0,4.0,1.0,2.0,2.0,5.0,63.0,825.0,0,Grass,128,G,2017,5,R128,12.0
L,29.7,9.0,2.0,96.0,66.0,51.0,15.0,15.0,5.0,6.0,98.0,544.0,1,Hard,32,A,2017,3,R16,108.0
R,28.1,2.0,0.0,71.0,37.0,27.0,18.0,12.0,3.0,7.0,21.0,1740.0,0,Hard,32,A,2019,3,R32,106.0
R,30.4,2.0,1.0,68.0,43.0,27.0,12.0,9.0,4.0,7.0,121.0,454.0,0,Grass,32,A,2018,3,R32,65.0
R,25.0,5.0,4.0,104.0,65.0,40.0,17.0,14.0,8.0,13.0,30.0,1265.0,0,Hard,128,M,2019,3,R64,121.0
L,22.8,4.0,0.0,69.0,45.0,31.0,14.0,9.0,10.0,10.0,73.0,739.0,1,Clay,32,A,2018,3,R16,89.0
R,28.1,5.0,3.0,50.0,25.0,19.0,7.0,8.0,3.0,6.0,67.0,865.0,0,Grass,32,A,2018,3,R32,71.0
R,30.5,9.0,3.0,86.0,43.0,30.0,22.0,14.0,3.0,6.0,79.0,694.0,0,Hard,128,M,2019,3,R128,122.0
R,26.2,5.0,1.0,77.0,50.0,34.0,14.0,12.0,2.0,4.0,11.0,2855.0,0,Hard,64,M,2017,3,R32,104.0
R,27.4,12.0,2.0,100.0,50.0,36.0,29.0,16.0,2.0,5.0,76.0,686.0,0,Hard,64,M,2017,3,R64,141.0
R,32.0,1.0,3.0,58.0,27.0,17.0,14.0,9.0,5.0,9.0,43.0,1521.0,0,Grass,32,A,2021,3,R16,80.0
L,30.1,8.0,6.0,86.0,53.0,39.0,13.0,14.0,7.0,12.0,108.0,521.0,0,Clay,32,A,2018,3,R32,115.0
R,26.6,4.0,2.0,56.0,37.0,29.0,12.0,10.0,3.0,4.0,19.0,2045.0,1,Hard,128,M,2018,3,R32,77.0
R,19.9,5.0,3.0,43.0,27.0,21.0,10.0,8.0,1.0,2.0,20.0,2005.0,1,Clay,64,M,2017,3,R32,59.0
R,21.3,11.0,5.0,83.0,42.0,36.0,19.0,14.0,0.0,2.0,56.0,890.0,0,Hard,128,M,2019,3,R128,104.0
R,30.2,2.0,1.0,48.0,26.0,16.0,11.0,8.0,3.0,6.0,69.0,772.0,0,Hard,32,A,2020,3,R32,90.0
R,27.7,8.0,3.0,50.0,27.0,22.0,14.0,10.0,0.0,2.0,93.0,617.0,0,Hard,32,A,2018,3,R32,61.0
L,32.0,9.0,4.0,165.0,111.0,76.0,25.0,24.0,6.0,13.0,42.0,1130.0,0,Hard,128,G,2020,5,R128,204.0
R,27.9,1.0,0.0,68.0,48.0,32.0,6.0,10.0,6.0,9.0,90.0,673.0,0,Clay,64,M,2018,3,R32,75.0
R,32.4,3.0,1.0,58.0,43.0,33.0,8.0,10.0,1.0,1.0,26.0,1490.0,1,Hard,32,A,2022,3,R32,80.0
R,29.1,14.0,5.0,111.0,59.0,45.0,21.0,16.0,7.0,11.0,48.0,1013.0,0,Hard,128,G,2020,5,R128,166.0
R,20.8,12.0,6.0,141.0,95.0,66.0,25.0,20.0,9.0,13.0,21.0,2423.0,0,Clay,128,G,2021,5,R128,213.0
R,29.7,9.0,7.0,138.0,81.0,58.0,34.0,18.0,7.0,8.0,44.0,1008.0,0,Hard,32,A,2019,3,QF,185.0
R,23.9,0.0,2.0,67.0,46.0,26.0,10.0,10.0,1.0,5.0,30.0,1302.0,0,Clay,32,A,2022,3,SF,114.0
R,20.5,2.0,5.0,47.0,29.0,17.0,9.0,8.0,3.0,6.0,121.0,469.0,0,Hard,32,A,2018,3,QF,70.0
R,20.2,4.0,7.0,92.0,50.0,32.0,20.0,14.0,8.0,13.0,287.0,178.0,0,Hard,64,A,2018,3,R64,128.0
R,33.1,7.0,4.0,90.0,46.0,33.0,21.0,14.0,6.0,10.0,53.0,873.0,1,Hard,128,M,2017,3,R64,118.0
R,34.2,26.0,2.0,99.0,69.0,55.0,16.0,15.0,2.0,3.0,15.0,2085.0,1,Hard,64,M,2019,3,R64,139.0
R,22.4,5.0,4.0,74.0,44.0,24.0,9.0,12.0,6.0,14.0,66.0,1018.0,0,Hard,128,G,2021,5,R64,101.0
R,27.7,6.0,4.0,58.0,32.0,24.0,12.0,9.0,6.0,8.0,76.0,694.0,1,Hard,32,A,2018,3,R32,78.0
R,21.5,0.0,2.0,19.0,8.0,7.0,9.0,4.0,0.0,0.0,52.0,1015.0,1,Hard,64,A,2019,3,R16,36.0
R,22.8,6.0,6.0,92.0,57.0,42.0,13.0,14.0,8.0,12.0,135.0,603.0,0,Clay,32,A,2021,3,SF,150.0
R,22.2,12.0,3.0,83.0,42.0,32.0,18.0,14.0,2.0,6.0,81.0,721.0,0,Grass,128,G,2018,5,R64,117.0
R,31.3,5.0,2.0,75.0,52.0,40.0,10.0,11.0,2.0,3.0,61.0,910.0,0,Grass,32,A,2018,3,SF,92.0
R,26.0,9.0,5.0,96.0,59.0,44.0,19.0,15.0,7.0,10.0,23.0,1760.0,0,Hard,64,M,2018,3,QF,134.0
L,27.0,14.0,5.0,166.0,110.0,67.0,30.0,23.0,17.0,24.0,140.0,377.0,0,Hard,128,G,2020,5,R64,202.0
R,29.4,0.0,1.0,51.0,34.0,19.0,9.0,9.0,2.0,6.0,150.0,412.0,0,Clay,32,A,2022,3,R16,68.0
R,38.4,19.0,7.0,78.0,49.0,40.0,17.0,11.0,2.0,2.0,44.0,1045.0,1,Hard,64,M,2017,3,R32,95.0
R,26.5,4.0,3.0,70.0,47.0,33.0,9.0,12.0,1.0,5.0,351.0,128.0,0,Hard,64,A,2017,3,R64,104.0
R,22.4,2.0,5.0,57.0,33.0,24.0,7.0,10.0,5.0,10.0,14.0,2690.0,0,Grass,32,A,2021,3,QF,77.0
R,28.4,8.0,2.0,69.0,45.0,39.0,10.0,12.0,0.0,0.0,42.0,1020.0,1,Hard,32,A,2017,3,QF,93.0
R,28.0,6.0,1.0,75.0,54.0,37.0,12.0,11.0,6.0,7.0,59.0,917.0,1,Clay,32,A,2019,3,R32,102.0
R,26.6,10.0,0.0,55.0,44.0,37.0,9.0,11.0,1.0,2.0,29.0,1364.0,1,Grass,32,A,2022,3,R16,98.0
U,29.0,13.0,2.0,71.0,41.0,36.0,10.0,11.0,1.0,3.0,428.0,97.0,0,Clay,4,D,2017,3,RR,79.0
R,29.0,3.0,0.0,50.0,36.0,29.0,9.0,10.0,0.0,1.0,36.0,1251.0,1,Clay,32,A,2019,3,R16,69.0
R,26.6,4.0,6.0,73.0,32.0,21.0,20.0,10.0,5.0,8.0,45.0,1022.0,0,Hard,32,A,2018,3,QF,98.0
R,39.0,15.0,8.0,74.0,40.0,37.0,17.0,12.0,2.0,3.0,79.0,680.0,0,Hard,128,M,2018,3,R128,101.0
R,20.2,8.0,9.0,127.0,77.0,53.0,23.0,21.0,7.0,15.0,159.0,364.0,0,Hard,128,G,2017,5,R128,178.0
R,33.1,5.0,4.0,178.0,100.0,73.0,36.0,24.0,14.0,19.0,30.0,1400.0,0,Clay,128,G,2018,5,R128,210.0
L,21.3,2.0,3.0,118.0,71.0,35.0,19.0,13.0,12.0,21.0,99.0,602.0,0,Hard,128,G,2017,5,R64,129.0
L,19.5,3.0,5.0,45.0,21.0,17.0,11.0,9.0,0.0,3.0,30.0,1440.0,0,Hard,32,A,2018,3,R16,78.0
R,25.1,7.0,2.0,81.0,55.0,41.0,15.0,13.0,2.0,2.0,32.0,1208.0,1,Grass,128,G,2022,5,R64,119.0
L,19.3,2.0,8.0,85.0,51.0,38.0,14.0,11.0,5.0,7.0,32.0,1305.0,0,Hard,64,M,2018,3,R16,102.0
R,29.9,6.0,2.0,87.0,52.0,30.0,13.0,14.0,7.0,14.0,1.0,11600.0,0,Clay,64,M,2017,3,R16,152.0
R,28.9,14.0,4.0,77.0,49.0,38.0,17.0,14.0,2.0,3.0,28.0,1460.0,1,Hard,128,G,2017,5,R32,130.0
R,31.6,9.0,3.0,56.0,35.0,25.0,12.0,9.0,0.0,1.0,48.0,985.0,1,Hard,32,A,2017,3,R32,76.0
L,27.5,2.0,4.0,73.0,49.0,42.0,14.0,12.0,0.0,0.0,69.0,726.0,1,Hard,32,A,2017,3,R32,90.0
R,32.0,5.0,5.0,85.0,49.0,36.0,10.0,10.0,9.0,13.0,66.0,790.0,0,Hard,32,A,2018,3,R32,106.0
R,36.3,3.0,3.0,93.0,56.0,42.0,13.0,16.0,5.0,10.0,116.0,465.0,0,Clay,128,G,2018,5,R128,127.0
R,32.6,8.0,3.0,76.0,39.0,34.0,19.0,11.0,7.0,8.0,92.0,568.0,1,Hard,32,A,2022,3,R32,97.0
R,21.6,2.0,2.0,102.0,61.0,35.0,22.0,17.0,3.0,9.0,34.0,1187.0,0,Grass,128,G,2022,5,R32,171.0
R,32.1,7.0,9.0,93.0,48.0,29.0,18.0,12.0,9.0,15.0,46.0,1387.0,0,Grass,128,G,2021,5,R128,91.0
R,19.4,0.0,3.0,73.0,57.0,34.0,7.0,11.0,0.0,3.0,391.0,105.0,0,Clay,4,D,2018,3,RR,124.0
R,28.7,1.0,2.0,61.0,43.0,24.0,6.0,8.0,4.0,8.0,59.0,914.0,0,Clay,64,M,2022,3,R16,88.0
L,20.7,5.0,6.0,65.0,36.0,29.0,14.0,11.0,1.0,3.0,13.0,2200.0,0,Hard,32,A,2020,3,QF,88.0
R,29.4,3.0,2.0,81.0,46.0,30.0,18.0,13.0,1.0,5.0,65.0,805.0,0,Clay,128,G,2019,5,R128,102.0
R,22.8,18.0,4.0,160.0,103.0,76.0,31.0,24.0,13.0,16.0,154.0,369.0,1,Hard,4,D,2017,5,RR,196.0
R,24.0,7.0,6.0,67.0,40.0,32.0,15.0,11.0,1.0,2.0,6.0,6125.0,1,Clay,64,M,2021,3,R16,97.0
R,23.2,1.0,3.0,51.0,22.0,13.0,11.0,9.0,2.0,7.0,22.0,1825.0,0,Grass,32,A,2022,3,R16,80.0
R,31.9,7.0,1.0,96.0,72.0,43.0,7.0,12.0,11.0,17.0,1.0,12115.0,0,Clay,64,M,2019,3,F,145.0
R,30.1,6.0,1.0,89.0,56.0,44.0,21.0,15.0,3.0,4.0,4.0,6055.0,1,Grass,128,G,2017,5,R32,131.0
R,28.0,5.0,5.0,78.0,44.0,31.0,19.0,11.0,5.0,7.0,62.0,855.0,1,Clay,32,A,2018,3,R32,87.0
R,25.7,8.0,4.0,89.0,52.0,42.0,22.0,16.0,0.0,1.0,31.0,1453.0,1,Grass,32,A,2018,3,R16,103.0
L,30.9,2.0,1.0,59.0,40.0,21.0,7.0,9.0,7.0,12.0,48.0,1298.0,0,Clay,64,M,2021,3,R64,84.0
R,25.9,1.0,3.0,64.0,43.0,29.0,5.0,10.0,7.0,11.0,45.0,1033.0,0,Clay,64,M,2022,3,QF,111.0
R,33.8,18.0,3.0,103.0,61.0,54.0,27.0,17.0,3.0,3.0,210.0,245.0,1,Hard,32,A,2019,3,QF,164.0
R,30.8,1.0,1.0,98.0,58.0,37.0,22.0,15.0,10.0,14.0,54.0,930.0,1,Hard,64,M,2018,3,R64,137.0
R,21.4,8.0,7.0,132.0,72.0,49.0,32.0,22.0,6.0,11.0,9.0,3608.0,1,Hard,128,G,2022,5,R128,220.0
R,29.4,13.0,2.0,64.0,42.0,32.0,8.0,10.0,4.0,6.0,86.0,870.0,0,Grass,32,A,2021,3,R16,86.0
R,32.8,11.0,8.0,164.0,109.0,74.0,23.0,24.0,10.0,16.0,15.0,1985.0,0,Grass,128,G,2019,5,R128,198.0
R,35.5,4.0,1.0,59.0,42.0,33.0,10.0,10.0,1.0,1.0,41.0,1045.0,1,Clay,32,A,2019,3,R32,80.0
R,33.4,3.0,4.0,61.0,32.0,27.0,10.0,10.0,5.0,8.0,65.0,741.0,0,Hard,64,A,2017,3,R64,73.0
R,26.1,6.0,4.0,125.0,71.0,48.0,28.0,17.0,6.0,9.0,5.0,5025.0,1,Hard,8,F,2019,3,RR,167.0
L,26.7,1.0,5.0,73.0,48.0,23.0,12.0,9.0,10.0,15.0,84.0,613.0,0,Clay,32,A,2017,3,R32,104.0
R,24.1,12.0,1.0,67.0,49.0,38.0,11.0,11.0,3.0,4.0,75.0,732.0,1,Grass,32,A,2019,3,SF,94.0
R,30.1,1.0,0.0,58.0,44.0,29.0,11.0,10.0,1.0,2.0,55.0,977.0,1,Hard,128,M,2022,3,R128,96.0
R,29.0,5.0,2.0,84.0,53.0,31.0,13.0,11.0,10.0,14.0,57.0,801.0,0,Hard,64,M,2022,3,R64,118.0
L,30.2,6.0,0.0,75.0,53.0,35.0,11.0,10.0,4.0,6.0,33.0,1285.0,0,Hard,32,A,2018,3,R16,100.0
R,24.6,12.0,2.0,58.0,33.0,29.0,17.0,11.0,2.0,2.0,14.0,2920.0,1,Grass,32,A,2022,3,R16,93.0
R,21.0,2.0,1.0,69.0,46.0,31.0,8.0,10.0,4.0,7.0,29.0,1430.0,0,Hard,32,A,2019,3,R16,86.0
